,published_year,type,crossref_dois,openalex_native_ids,openalex_native_has_openalex_native_type,openalex_native_has_abstract,openalex_native_has_affiliations,openalex_native_has_affiliations_countrycode,openalex_native_has_affiliations_sourceid,openalex_native_has_affiliations_ror,openalex_native_has_affiliations_string,openalex_native_has_authors,openalex_native_has_authors_sourceid,openalex_native_has_authors_orcid,openalex_native_has_authors_sequence,openalex_native_has_authors_string,openalex_native_has_citations,openalex_native_has_fields,openalex_native_has_fields_mag,openalex_native_has_references,openalex_native_has_venue,openalex_native_has_venue_issnl,openalex_native_has_venue_sourceid,openalex_native_has_venue_issn,openalex_native_has_venue_string,openalex_native_abstract_adds_presence,openalex_native_abstract_adds_counts,openalex_native_affiliations_adds_presence,openalex_native_affiliations_adds_counts,openalex_native_affiliations_countrycode_adds_presence,openalex_native_affiliations_countrycode_adds_counts,openalex_native_affiliations_sourceid_adds_presence,openalex_native_affiliations_sourceid_adds_counts,openalex_native_affiliations_ror_adds_presence,openalex_native_affiliations_ror_adds_counts,openalex_native_affiliations_string_adds_presence,openalex_native_affiliations_string_adds_counts,openalex_native_authors_adds_presence,openalex_native_authors_adds_counts,openalex_native_authors_sourceid_adds_presence,openalex_native_authors_sourceid_adds_counts,openalex_native_authors_orcid_adds_presence,openalex_native_authors_orcid_adds_counts,openalex_native_authors_sequence_adds_presence,openalex_native_authors_sequence_adds_counts,openalex_native_authors_string_adds_presence,openalex_native_authors_string_adds_counts,openalex_native_citations_adds_presence,openalex_native_citations_adds_counts,openalex_native_fields_adds_presence,openalex_native_fields_adds_counts,openalex_native_fields_mag_adds_presence,openalex_native_fields_mag_adds_counts,openalex_native_references_adds_presence,openalex_native_references_adds_counts,openalex_native_venue_adds_presence,openalex_native_venue_adds_counts,openalex_native_venue_issnl_adds_presence,openalex_native_venue_issnl_adds_counts,openalex_native_venue_sourceid_adds_presence,openalex_native_venue_sourceid_adds_counts,openalex_native_venue_issn_adds_presence,openalex_native_venue_issn_adds_counts,openalex_native_venue_string_adds_presence,openalex_native_venue_string_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
367,2009,reference-entry,33218,23251,23249,2207,2048,1796,1802,1755,2048,15036,15036,1143,15036,15036,1525,22940,22940,4334,985,338,985,337,22770,2087,0,1534,1565,1400,1430,1403,1433,1755,1755,1534,1565,6303,6313,6303,6313,1143,1143,6303,6313,6303,6313,482,984,22940,0,22940,0,53,102,0,0,0,0,0,0,259,337,0,0,33218,33218,215,516,0,516,18478,0,18478,18478,3141,0,6063,33218,78,33218
368,2009,report,10648,10421,10419,6523,2112,1996,1997,1982,2112,9715,9748,2228,9748,9715,3487,10205,10205,2702,1379,181,1379,164,1872,6481,0,1242,1254,1188,1198,1189,1199,1964,1964,1242,1254,194,257,227,257,2070,2090,66,257,194,257,921,2527,10205,0,10205,0,2693,2695,1379,1379,181,181,1379,1379,164,164,1872,1872,10648,10648,162,1131,19,1131,9744,182,10266,9744,3247,0,105,0,0,0
369,2009,report-series,587,570,570,395,300,281,282,275,300,513,513,121,513,513,336,557,557,228,568,331,568,330,570,383,0,300,300,281,281,282,282,275,275,300,300,317,320,317,320,121,121,317,320,317,320,76,290,557,0,557,0,228,228,0,0,0,0,0,0,0,133,0,0,587,587,14,0,0,0,205,0,208,205,357,0,0,587,587,587
370,2009,standard,121,121,121,0,0,0,0,0,0,1,11,0,11,1,2,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0,0,1,1,1,1,0,0,118,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,108,0,12,0,2,0,0,0
371,2008,,61,3,0,0,2,1,1,1,2,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,2,0,2,40,1,40,40,5,0,0,0,0,0
372,2008,book,18690,17741,17741,5268,1967,1531,1540,1496,1967,13120,13188,3490,13188,13120,9774,17147,17147,1446,3938,3459,3938,3443,4875,4727,0,1890,1893,1482,1485,1491,1494,1496,1496,1890,1893,5898,6062,5966,6062,3475,3476,5767,6062,5898,6062,1379,6819,17147,0,17147,0,1390,1395,436,436,239,239,436,436,239,1957,886,886,18690,18690,969,342,0,342,7672,19,8533,7672,11977,0,158,4680,3785,4680
373,2008,book-chapter,386191,380404,380367,73728,68440,59630,59762,58313,68440,270873,271103,53671,271103,270873,75155,366119,366119,102207,78915,75119,78915,75024,262764,68000,5,62304,62371,54007,54054,54121,54168,58313,58313,62304,62371,52624,56374,52854,56374,53581,53619,52462,56374,52624,56374,18602,55347,366119,0,366119,0,7514,17779,0,0,0,0,0,0,1385,49887,0,0,386191,386191,13986,8642,0,8642,221505,276,224801,221505,74176,0,120925,386191,79110,386191
374,2008,book-part,84,83,83,2,0,0,0,0,0,19,19,6,19,19,4,82,82,2,0,0,0,0,67,2,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,6,6,14,14,14,14,1,2,82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,5,0,5,5,8,0,9,84,0,84
375,2008,book-section,698,308,5,0,0,0,0,0,0,0,0,0,0,0,8,302,302,262,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,698,698,0,0,0,0,8,0,8,8,23,0,485,698,0,698
376,2008,component,12759,7025,7023,108,63,36,36,36,63,5323,5394,1507,5394,5323,258,6836,6836,41,1818,1776,1818,1776,1908,108,0,21,27,21,22,21,22,36,36,21,27,221,243,292,243,1507,1507,0,243,221,243,137,165,6836,0,6836,0,41,41,1818,1818,1776,1776,1818,1818,1776,1776,1908,1908,12759,12759,0,78,0,78,7011,1,12756,7011,498,0,0,0,0,0
377,2008,dataset,52565,52426,52424,689,14498,12577,12597,12344,14498,31421,31473,4993,31473,31421,829,51224,51224,268,101,56,101,56,50785,689,0,255,255,221,221,221,221,12344,12344,255,255,209,217,261,217,1913,1913,171,217,209,217,215,373,51224,0,51224,0,268,268,0,0,0,0,0,0,56,56,0,0,52565,52565,0,14262,0,14262,31245,3083,43782,31245,2753,0,624,52565,0,52565
378,2008,grant,1404,243,243,92,0,0,0,0,0,0,0,0,0,0,0,241,241,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2008,journal-article,2109145,2099774,2098716,1432912,1439072,1300701,1303269,1275557,1439072,1940480,1940764,1083115,1940767,1940480,1398870,2050207,2050207,1356852,2097153,1974641,2097153,1971660,2099037,1218120,1099,1181327,1185239,1066488,1069275,1068634,1071440,1275553,1275553,1181327,1185239,22457,33277,22722,33280,1080489,1081503,21673,33283,22457,33277,79538,967023,198373,1563444,198373,1563444,135371,309343,0,0,0,0,0,0,65,913736,0,0,2109145,2109145,237493,286750,10,286750,1927184,2803,1929880,1927184,1371079,1894968,1284566,2109145,2107892,2109145
380,2008,journal-issue,23766,23530,23530,424,218,199,200,196,218,357,357,201,357,357,485,23446,23446,181,23469,23466,23469,23466,23530,424,0,218,218,199,199,200,200,196,196,218,218,320,320,320,320,201,201,320,320,320,320,95,204,2479,2552,2479,2552,180,180,0,0,0,0,0,0,3,4671,0,0,23766,23766,0,0,0,0,37,0,39,37,3939,21204,1,23766,23711,23766
381,2008,monograph,10734,10365,10319,2688,948,753,755,690,948,9428,9442,1124,9442,9428,5474,9928,9928,538,901,829,901,828,1152,2329,0,755,755,583,583,585,585,690,690,755,755,796,874,809,874,1086,1086,780,874,796,874,627,2970,9928,0,9928,0,510,511,193,193,122,122,193,193,121,337,429,429,10734,10734,966,378,0,378,8980,51,9081,8980,7211,0,43,845,834,845
382,2008,other,11950,11180,11179,667,1066,938,941,911,1066,5992,6005,1639,6005,5992,1777,10744,10744,1865,3101,3069,3101,3062,9175,667,0,1026,1026,900,900,903,903,911,911,1026,1026,1708,1802,1721,1802,1065,1241,1707,1802,1708,1802,461,1356,10744,0,10744,0,667,710,0,0,0,0,0,0,17,1800,0,0,11950,11950,0,40,0,40,4373,582,4544,4373,1909,0,1743,11950,3090,11950
383,2008,peer-review,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
384,2008,posted-content,1346,1327,1326,987,172,160,160,158,172,1312,1312,246,1312,1312,334,1315,1315,970,185,159,185,134,230,16,0,161,164,149,152,149,152,158,158,161,164,2,4,2,4,232,232,0,4,2,4,17,133,1315,0,1315,0,12,17,185,185,159,159,185,185,134,134,230,230,1346,1346,1049,17,0,17,1329,77,1334,1329,817,0,967,0,0,0
385,2008,proceedings,1613,1484,1480,43,35,21,21,21,35,138,138,59,138,138,95,1477,1477,21,44,35,44,35,55,43,0,35,35,21,21,21,21,21,21,35,35,138,138,138,138,59,59,138,138,138,138,55,76,1477,0,1477,0,21,21,17,17,8,8,17,17,8,16,28,28,1613,1613,0,0,0,0,0,0,0,0,210,0,1,58,54,58
386,2008,proceedings-article,243692,242963,242851,210923,203636,180937,181347,176277,203636,234045,234045,117158,234045,234045,159981,240321,240321,180373,24849,21604,24849,21539,242197,201737,2,184774,184961,163974,164096,164327,164455,176277,176277,184774,184961,2836,4159,2836,4159,117146,117150,2833,4159,2836,4159,29717,124658,240321,0,240321,0,32074,45820,0,0,0,0,0,0,1495,16835,0,0,243692,243692,12323,24218,0,24218,231764,16,231767,231764,135002,0,157211,243692,36993,243692
387,2008,reference-book,1171,1132,1132,191,69,51,52,47,69,1069,1069,107,1069,1069,275,1100,1100,45,25,18,25,18,693,191,0,69,69,51,51,52,52,47,47,69,69,130,136,130,136,107,107,128,136,130,136,18,198,1100,0,1100,0,45,45,23,23,16,16,23,23,16,16,38,38,1171,1171,0,0,0,0,965,0,967,965,378,0,1,681,2,681
388,2008,reference-entry,26065,25278,25275,2602,4441,3986,3991,3938,4441,18376,18376,1524,18376,18376,1983,24936,24936,5058,378,364,378,363,24762,2572,0,3104,3132,2693,2717,2695,2719,3938,3938,3104,3132,8050,8111,8050,8111,1524,1524,8049,8111,8050,8111,694,1298,24936,0,24936,0,356,405,0,0,0,0,0,0,275,360,0,0,26065,26065,45,1339,0,1339,10897,0,10901,10897,3310,0,7010,26065,89,26065
389,2008,report,9984,9787,9787,6298,1963,1863,1864,1849,1963,9223,9254,1928,9254,9223,3337,9618,9618,2441,1262,138,1262,135,1753,6254,0,1156,1167,1103,1112,1104,1113,1833,1833,1156,1167,129,271,160,271,1835,1863,48,271,129,271,961,2520,9618,0,9618,0,2438,2438,1262,1262,138,138,1262,1262,135,135,1753,1753,9984,9984,153,1045,20,1045,9276,143,9698,9276,2995,0,80,0,0,0
390,2008,report-series,588,581,581,386,311,291,291,281,311,506,506,107,506,506,294,567,567,163,576,336,576,335,581,367,0,311,311,291,291,291,291,281,281,311,311,306,309,306,309,107,107,306,309,306,309,62,244,567,0,567,0,163,163,0,0,0,0,0,0,0,126,0,0,588,588,20,1,0,1,205,0,205,205,313,0,0,588,588,588
391,2008,standard,99,99,99,2,0,0,0,0,0,0,6,0,6,0,0,96,96,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,96,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,82,0,11,0,4,0,0,0
392,2007,,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,20,0,20,20,3,0,0,0,0,0
393,2007,book,18429,17479,17478,5283,1636,1230,1233,1184,1636,12830,12883,3195,12883,12830,9787,16924,16924,1226,3470,3080,3470,3078,4736,4835,0,1567,1569,1179,1181,1182,1184,1184,1184,1567,1569,6046,6143,6099,6143,3181,3181,5933,6143,6046,6143,1488,6870,16924,0,16924,0,1183,1185,383,383,241,241,383,383,280,1704,807,807,18429,18429,855,375,0,375,7197,18,7982,7197,12006,0,187,4565,3330,4565
394,2007,book-chapter,357417,351092,351078,62218,59532,52266,52376,51105,59532,249881,250050,44983,250050,249881,68001,338250,338250,82771,70243,67216,70243,67152,245433,60257,1,56422,56549,49560,49654,49640,49735,51105,51105,56422,56549,48556,52423,48725,52423,44932,44941,48447,52423,48556,52423,16925,49208,338250,0,338250,0,6198,13739,0,0,0,0,0,0,1983,46036,0,0,357417,357417,6786,5461,0,5461,204791,263,207053,204791,67016,0,103380,357417,70817,357417
395,2007,book-part,56,55,55,0,0,0,0,0,0,5,5,0,5,5,0,54,54,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,4,0,4,4,2,0,0,56,0,56
396,2007,book-section,468,13,10,0,0,0,0,0,0,8,8,0,8,8,0,12,12,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,468,468,0,0,0,0,11,0,11,11,0,0,266,468,0,468
397,2007,component,9243,5587,5587,46,38,6,6,6,38,5133,5171,1462,5171,5133,221,5366,5366,27,505,474,505,474,565,46,0,1,2,1,2,1,2,6,6,1,2,199,157,237,157,1462,1462,0,157,199,157,119,135,5366,0,5366,0,27,27,505,505,474,474,505,505,474,474,565,565,9243,9243,0,74,0,74,7285,0,9242,7285,279,0,0,0,0,0
398,2007,dataset,44897,44742,44741,687,12258,11016,11035,10790,12258,30882,30912,3749,30912,30882,627,44155,44155,202,130,78,130,78,43170,687,0,167,167,131,131,131,131,10790,10790,167,167,128,154,158,154,1576,1576,117,154,128,154,224,362,44155,0,44155,0,202,202,0,0,0,0,0,0,78,78,0,0,44897,44897,0,12151,0,12151,30795,2180,36262,30795,1864,0,0,44897,0,44897
399,2007,grant,1332,190,190,65,0,0,0,0,0,0,0,0,0,0,0,189,189,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2007,journal-article,1985210,1976232,1975350,1337748,1345070,1213306,1215737,1191214,1345070,1821335,1821635,997178,1821637,1821335,1314726,1929160,1929160,1281708,1973592,1861362,1973592,1858662,1975635,1132951,711,1101249,1105401,992214,995139,994210,997150,1191214,1191214,1101249,1105401,20254,29573,20539,29578,995061,995892,19622,29579,20254,29573,72087,926316,183611,1471004,183611,1471004,134556,284341,0,0,0,0,0,0,78,867860,0,0,1985210,1985210,223932,277705,10,277705,1808944,2279,1811644,1808944,1293513,1786224,1203413,1985210,1983633,1985210
401,2007,journal-issue,21164,20958,20958,424,216,203,204,200,216,363,363,214,363,363,432,20891,20891,104,20904,20902,20904,20902,20958,424,0,216,216,203,203,204,204,200,200,216,216,330,330,330,330,214,214,330,330,330,330,88,160,2326,2499,2326,2499,104,104,0,0,0,0,0,0,2,5311,0,0,21164,21164,0,0,0,0,33,0,34,33,3867,18757,0,21164,21107,21164
402,2007,monograph,10399,10017,9988,2912,1089,880,885,785,1089,8954,8964,1122,8964,8954,5514,9632,9632,569,923,861,923,860,1354,2478,0,905,905,718,718,720,720,785,785,905,905,835,931,845,931,1078,1080,812,931,835,931,619,3124,9632,0,9632,0,534,538,237,237,182,182,237,237,189,397,428,428,10399,10399,1034,328,0,328,8495,59,8646,8495,7019,0,51,1440,826,1440
403,2007,other,11976,11228,11228,875,1170,1005,1007,978,1170,5746,5762,1856,5762,5746,2143,10922,10922,2093,3917,3905,3917,3889,9348,875,0,1137,1137,975,975,977,977,978,978,1137,1137,1592,1624,1608,1624,1170,1325,1588,1624,1592,1624,534,1703,10922,0,10922,0,759,795,0,0,0,0,0,0,9,2696,0,0,11976,11976,0,33,0,33,4207,691,4495,4207,2252,0,1918,11976,3944,11976
404,2007,posted-content,939,900,900,802,185,156,156,154,185,892,892,204,892,892,269,890,890,786,187,169,187,147,212,16,0,179,181,150,152,150,152,154,154,179,181,3,4,3,4,198,198,1,4,3,4,18,109,890,0,890,0,9,14,187,187,169,169,187,187,147,147,212,212,939,939,850,13,0,13,928,35,930,928,679,0,814,0,0,0
405,2007,proceedings,1384,1259,1256,21,20,15,15,14,20,117,117,48,117,117,70,1256,1256,11,42,39,42,39,73,21,0,20,20,15,15,15,15,14,14,20,20,117,117,117,117,48,48,117,117,117,117,34,55,1256,0,1256,0,11,11,15,15,12,12,15,15,8,11,46,46,1384,1384,0,0,0,0,0,0,0,0,181,0,1,68,68,68
406,2007,proceedings-article,221450,220521,220293,186683,180619,159858,160209,155862,180619,213244,213245,106941,213245,213244,142734,217807,217807,155865,34320,31553,34320,31479,219623,178613,3,162749,162919,143694,143794,143990,144093,155862,155862,162749,162919,2755,5811,2756,5811,106936,106939,2754,5811,2755,5811,24226,111106,217807,0,217807,0,30311,43465,0,0,0,0,0,0,1452,25302,0,0,221450,221450,10811,22120,0,22120,211228,13,211243,211228,124016,0,135073,221450,49630,221450
407,2007,reference-book,660,620,620,208,68,51,51,47,68,587,587,106,587,587,275,608,608,33,28,19,28,16,224,208,0,68,68,51,51,51,51,47,47,68,68,145,148,145,148,106,106,144,148,145,148,25,220,608,0,608,0,33,33,27,27,18,18,27,27,15,15,44,44,660,660,3,0,0,0,459,0,462,459,333,0,1,185,1,185
408,2007,reference-entry,179274,178991,178970,6823,2044,1855,1856,1812,2044,10696,10696,1123,10696,10696,1789,176761,176761,4310,506,382,506,382,172751,6792,0,1907,1927,1730,1748,1731,1749,1812,1812,1907,1927,4465,4479,4465,4479,1123,1123,4464,4479,4465,4479,444,973,176761,0,176761,0,98,136,0,0,0,0,0,0,277,380,0,0,179274,179274,31,137,0,137,6245,0,6246,6245,16790,0,4892,179274,106,179274
409,2007,report,10078,9869,9869,6290,1956,1853,1854,1843,1956,9326,9348,1855,9348,9326,3408,9673,9673,2543,1178,140,1178,133,1684,6255,0,1113,1135,1050,1065,1050,1065,1838,1838,1113,1135,375,461,397,461,1742,1769,268,461,375,461,938,2625,9673,0,9673,0,2543,2543,1178,1178,140,140,1178,1178,133,133,1684,1684,10078,10078,148,1041,6,1041,9147,142,9523,9147,3040,0,97,0,0,0
410,2007,report-series,567,551,551,358,236,228,228,226,236,462,462,110,462,462,267,543,543,173,549,346,549,345,551,343,0,235,235,227,227,227,227,226,226,235,235,254,254,254,254,110,110,254,254,254,254,71,218,543,0,543,0,173,173,0,0,0,0,0,0,0,124,0,0,567,567,17,1,0,1,221,0,221,221,298,0,0,567,567,567
411,2007,standard,69,67,67,0,0,0,0,0,0,0,4,0,4,0,3,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,59,0,8,0,2,0,0,0
412,2006,,53,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1,0,1,34,0,34,34,5,0,0,0,0,0
413,2006,book,17003,16043,16043,4663,1449,1130,1133,1082,1449,11331,11414,2918,11414,11331,8635,15551,15551,1140,3093,2729,3093,2727,4344,4294,0,1385,1387,1078,1080,1081,1083,1082,1082,1385,1387,5337,5430,5420,5430,2907,2908,5238,5430,5337,5430,1274,6055,15551,0,15551,0,1088,1088,375,375,233,233,375,375,256,1460,778,778,17003,17003,734,340,0,340,6413,16,7240,6413,10903,0,184,4257,2961,4257
414,2006,book-chapter,292065,286014,285862,65950,61414,54319,54480,53127,61414,196674,196985,47336,196985,196674,69560,275251,275251,77448,61500,59710,61500,59586,194725,64222,1,58697,58761,51860,51907,51998,52045,53127,53127,58697,58761,43000,47828,43311,47828,47283,47291,42888,47828,43000,47828,15954,52170,275251,0,275251,0,6123,15869,0,0,0,0,0,0,1343,25245,0,0,292065,292065,5835,5184,0,5184,156694,161,159513,156694,67215,0,92992,292065,61701,292065
415,2006,book-part,60,60,60,0,0,0,0,0,0,15,15,4,15,15,3,59,59,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,2,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,11,0,11,11,4,0,11,60,0,60
416,2006,book-section,596,178,73,0,0,0,0,0,0,98,98,0,98,98,3,173,173,76,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,173,0,173,0,1,1,0,0,0,0,0,0,0,0,0,0,596,596,0,0,0,0,97,0,97,97,2,0,343,596,0,596
417,2006,component,8510,5449,5449,58,51,11,11,11,51,5403,5409,1873,5409,5403,289,5260,5260,41,156,121,156,120,205,58,0,4,5,3,3,3,3,11,11,4,5,197,181,203,181,1873,1873,0,181,197,181,168,183,5260,0,5260,0,41,41,156,156,121,121,156,156,120,120,205,205,8510,8510,0,83,0,83,6917,0,8504,6917,263,0,1,0,0,0
418,2006,dataset,36561,36463,36461,402,12391,11097,11127,10896,12391,27979,28057,3109,28057,27979,613,36252,36252,189,142,86,142,85,35146,402,0,131,131,107,107,107,107,10896,10896,131,131,124,122,202,122,1164,1164,93,122,124,122,205,357,36252,0,36252,0,189,189,0,0,0,0,0,0,85,85,0,0,36561,36561,0,12266,0,12266,27890,1946,31575,27890,1690,0,0,36561,0,36561
419,2006,grant,1246,211,211,93,0,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2006,journal-article,1881333,1871744,1870859,1241265,1255845,1131808,1134065,1111334,1255845,1715910,1716174,924649,1716177,1715910,1237738,1828287,1828287,1192717,1869627,1765518,1869627,1763194,1871181,1051513,1180,1024814,1029795,923465,927099,925321,928969,1111334,1111334,1024814,1029795,19966,38144,20227,38148,922778,923444,19136,38148,19966,38144,68871,890512,162308,1396418,162308,1396418,128394,264789,0,0,0,0,0,0,89,832504,0,0,1881333,1881333,212395,262430,30,262430,1705868,2044,1708754,1705868,1219354,1705454,1117830,1881333,1880182,1881333
421,2006,journal-issue,17543,17351,17351,346,156,146,146,144,156,273,273,134,273,273,365,17294,17294,65,17291,17290,17291,17290,17351,346,0,156,156,146,146,146,146,144,144,156,156,238,238,238,238,134,134,238,238,238,238,65,116,1939,2118,1939,2118,65,65,0,0,0,0,0,0,3,4745,0,0,17543,17543,0,0,0,0,35,0,35,35,3239,15535,0,17543,17486,17543
422,2006,monograph,8887,8528,8512,2383,819,670,670,622,819,7526,7531,928,7531,7526,4345,8217,8217,496,737,670,737,667,1151,2039,0,676,676,539,539,539,539,622,622,676,676,738,808,741,808,901,902,728,808,738,808,519,2439,8217,0,8217,0,456,461,218,218,158,158,218,218,172,323,397,397,8887,8887,839,264,0,264,7134,34,7198,7134,5751,0,64,1380,595,1380
423,2006,other,12092,11445,11407,1077,1198,1035,1036,1001,1198,7061,7079,1519,7079,7061,1771,10775,10775,2323,2852,2843,2852,2842,9755,1077,0,1163,1163,1004,1004,1005,1005,1001,1001,1163,1163,1124,1174,1142,1174,987,1121,1121,1174,1124,1174,524,1409,10775,0,10775,0,626,671,0,0,0,0,0,0,11,1889,0,0,12092,12092,0,36,0,36,6105,539,6316,6105,1903,0,2401,12092,2853,12092
424,2006,posted-content,707,682,682,620,179,155,155,151,179,679,679,139,679,679,210,680,680,156,181,163,181,124,181,18,0,161,165,140,143,140,143,151,151,161,165,0,4,0,4,137,138,0,4,0,4,14,124,680,0,680,0,101,102,181,181,163,163,181,181,124,124,181,181,707,707,643,26,0,26,704,2,704,704,515,0,59,0,0,0
425,2006,proceedings,1276,1170,1166,37,22,13,14,13,22,137,137,50,137,137,89,1164,1164,7,51,44,51,44,74,37,0,22,22,13,13,14,14,13,13,22,22,137,137,137,137,50,50,137,137,137,137,46,73,1164,0,1164,0,7,7,14,14,8,8,14,14,5,15,37,37,1276,1276,0,0,0,0,0,0,0,0,174,0,0,72,71,72
426,2006,proceedings-article,186739,185981,185802,153769,147459,131854,132182,128177,147459,179110,179112,84731,179112,179110,117367,183882,183882,126722,24729,20795,24729,20604,185370,145058,3,130303,130516,116378,116527,116645,116797,128177,128177,130303,130516,1863,6003,1865,6003,84715,84728,1857,6003,1863,6003,20514,90182,183882,0,183882,0,26537,34192,0,0,0,0,0,0,2171,17307,0,0,186739,186739,9486,21614,0,21614,177788,16,177810,177788,101542,0,106663,186739,36477,186739
427,2006,reference-book,789,764,764,234,91,74,74,73,91,701,702,110,702,701,330,748,748,43,31,24,31,24,297,234,0,90,90,73,73,73,73,73,73,90,90,173,179,174,179,110,110,173,179,173,179,37,265,748,0,748,0,43,43,27,27,20,20,27,27,20,20,53,53,789,789,0,1,0,1,541,0,544,541,401,0,0,271,4,271
428,2006,reference-entry,24286,23918,23915,2245,3015,2741,2749,2672,3015,16982,16982,1385,16982,16982,2021,23372,23372,11703,823,521,823,520,23290,2224,0,1673,1703,1494,1524,1498,1528,2672,2672,1673,1703,3117,3147,3117,3147,1385,1385,3117,3147,3117,3147,837,1515,23372,0,23372,0,84,147,0,0,0,0,0,0,420,519,0,0,24286,24286,42,1343,0,1343,13893,0,13893,13893,2376,0,13234,24286,102,24286
429,2006,report,11515,11304,11303,7081,1954,1849,1851,1838,1954,10604,10636,1901,10636,10604,3797,11109,11109,2858,1284,150,1284,141,1901,7036,0,1160,1178,1089,1104,1091,1106,1833,1833,1160,1178,255,421,287,421,1818,1843,186,421,255,421,1150,2912,11109,0,11109,0,2858,2858,1284,1284,150,150,1284,1284,141,141,1901,1901,11515,11515,161,994,6,994,10546,93,11016,10546,3357,0,97,0,0,0
430,2006,report-series,504,493,493,300,181,169,169,167,181,404,404,95,404,404,248,478,478,146,492,312,492,312,493,292,0,180,180,168,168,168,168,167,167,180,180,203,204,203,204,94,95,203,204,203,204,61,205,478,0,478,0,146,146,0,0,0,0,0,0,0,129,0,0,504,504,11,1,0,1,208,1,208,208,272,0,0,504,504,504
431,2006,standard,24,23,23,1,0,0,0,0,0,0,1,0,1,0,2,23,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,14,0,5,0,1,0,0,0
