,cr_published_year,cr_type,cr_dois,openalex_dois,openalex_ids,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_id_countrycode,openalex_has_affiliations_id_ror,openalex_has_affiliations_id_source,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_id_orcid,openalex_has_authors_id_source,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_references,openalex_has_venue,openalex_has_venue_id_issn,openalex_has_venue_id_issnl,openalex_has_venue_id_source,openalex_has_venue_string,crossref_dois,crossref_ids,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_id_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_id_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_id_issn,crossref_has_venue_string,count_openalex_crossref_overlap,crossref_has_abstract_in_overlap,crossref_abstract_adds_presence,crossref_abstract_adds_presence_overlap,crossref_has_affiliations_in_overlap,crossref_affiliations_adds_presence,crossref_affiliations_adds_presence_overlap,crossref_has_affiliations_id_ror_in_overlap,crossref_affiliations_id_ror_adds_presence,crossref_affiliations_id_ror_adds_presence_overlap,crossref_has_affiliations_string_in_overlap,crossref_affiliations_string_adds_presence,crossref_affiliations_string_adds_presence_overlap,crossref_has_authors_in_overlap,crossref_authors_adds_presence,crossref_authors_adds_presence_overlap,crossref_has_authors_id_orcid_in_overlap,crossref_authors_id_orcid_adds_presence,crossref_authors_id_orcid_adds_presence_overlap,crossref_has_authors_sequence_in_overlap,crossref_authors_sequence_adds_presence,crossref_authors_sequence_adds_presence_overlap,crossref_has_authors_string_in_overlap,crossref_authors_string_adds_presence,crossref_authors_string_adds_presence_overlap,crossref_has_citations_in_overlap,crossref_citations_adds_presence,crossref_citations_adds_presence_overlap,crossref_has_fields_in_overlap,crossref_fields_adds_presence,crossref_fields_adds_presence_overlap,crossref_has_references_in_overlap,crossref_references_adds_presence,crossref_references_adds_presence_overlap,crossref_has_venue_in_overlap,crossref_venue_adds_presence,crossref_venue_adds_presence_overlap,crossref_has_venue_id_issn_in_overlap,crossref_venue_id_issn_adds_presence,crossref_venue_id_issn_adds_presence_overlap,crossref_has_venue_string_in_overlap,crossref_venue_string_adds_presence,crossref_venue_string_adds_presence_overlap,count_crossref_openalex_overlap,openalex_has_abstract_in_overlap,openalex_abstract_adds_presence,openalex_abstract_adds_presence_overlap,openalex_has_affiliations_in_overlap,openalex_affiliations_adds_presence,openalex_affiliations_adds_presence_overlap,openalex_has_affiliations_id_countrycode_in_overlap,openalex_affiliations_id_countrycode_adds_presence,openalex_affiliations_id_countrycode_adds_presence_overlap,openalex_has_affiliations_id_ror_in_overlap,openalex_affiliations_id_ror_adds_presence,openalex_affiliations_id_ror_adds_presence_overlap,openalex_has_affiliations_id_source_in_overlap,openalex_affiliations_id_source_adds_presence,openalex_affiliations_id_source_adds_presence_overlap,openalex_has_affiliations_string_in_overlap,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_presence_overlap,openalex_has_authors_in_overlap,openalex_authors_adds_presence,openalex_authors_adds_presence_overlap,openalex_has_authors_id_orcid_in_overlap,openalex_authors_id_orcid_adds_presence,openalex_authors_id_orcid_adds_presence_overlap,openalex_has_authors_id_source_in_overlap,openalex_authors_id_source_adds_presence,openalex_authors_id_source_adds_presence_overlap,openalex_has_authors_sequence_in_overlap,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_presence_overlap,openalex_has_authors_string_in_overlap,openalex_authors_string_adds_presence,openalex_authors_string_adds_presence_overlap,openalex_has_citations_in_overlap,openalex_citations_adds_presence,openalex_citations_adds_presence_overlap,openalex_has_fields_in_overlap,openalex_fields_adds_presence,openalex_fields_adds_presence_overlap,openalex_has_references_in_overlap,openalex_references_adds_presence,openalex_references_adds_presence_overlap,openalex_has_venue_in_overlap,openalex_venue_adds_presence,openalex_venue_adds_presence_overlap,openalex_has_venue_id_issn_in_overlap,openalex_venue_id_issn_adds_presence,openalex_venue_id_issn_adds_presence_overlap,openalex_has_venue_id_issnl_in_overlap,openalex_venue_id_issnl_adds_presence,openalex_venue_id_issnl_adds_presence_overlap,openalex_has_venue_id_source_in_overlap,openalex_venue_id_source_adds_presence,openalex_venue_id_source_adds_presence_overlap,openalex_has_venue_string_in_overlap,openalex_venue_string_adds_presence,openalex_venue_string_adds_presence_overlap
983,1984,reference-book,9,9,9,3,0,0,0,0,0,7,0,7,7,7,5,9,0,8,2,2,8,8,9,9,0,0,0,0,5,0,5,5,6,0,0,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,6,1,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,7,7,7,7,2,2,7,2,2,5,0,0,9,9,9,0,0,0,8,6,6,2,0,0,2,2,2,8,8,8,8,6,6
984,1984,reference-entry,4,4,4,3,4,3,3,4,4,4,1,4,4,4,4,4,4,3,3,3,3,4,4,4,0,4,0,4,4,0,4,4,4,0,4,4,0,4,4,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,1,1,0,0,0,4,0,0,4,3,3,3,4,0,0,3,3,3,3,3,3,4,4,4,4,0,0,4,0,0,1,1,1,4,4,4,4,0,0,4,0,0,4,0,0,4,4,4,4,0,0,3,0,0,3,3,3,3,3,3,3,3,3,4,0,0
985,1984,report,7423,7411,7411,4041,560,515,512,515,560,6512,270,6549,6549,6512,2383,7408,635,1556,124,124,1556,1556,7423,7423,16,377,11,377,5818,14,6273,5818,1805,0,1,0,0,0,7411,15,7,7,377,95,95,11,0,0,377,95,95,5813,7,7,14,4,4,6263,375,375,5813,7,7,1804,179,179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7411,4041,4033,4033,560,278,278,515,515,515,512,501,501,515,515,515,560,278,278,6512,706,706,270,260,260,6549,6549,6549,6549,661,661,6512,706,706,2383,758,758,7408,7408,7408,635,634,634,1556,1556,1556,124,124,124,124,124,124,1556,1556,1556,1556,1556,1556
986,1984,report-component,19,19,19,0,0,0,0,0,0,19,1,19,19,19,8,19,4,19,19,19,19,19,19,19,0,0,0,0,18,0,18,18,6,0,0,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,18,0,0,6,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1,1,19,19,19,19,1,1,19,1,1,8,2,2,19,19,19,4,4,4,19,0,0,19,0,0,19,19,19,19,19,19,19,0,0
987,1984,report-series,26,26,26,18,4,4,4,4,4,26,7,26,26,26,18,26,3,26,26,26,26,26,26,26,0,0,0,0,19,0,19,19,18,0,0,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,19,0,0,18,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,0,0,26,18,18,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,26,7,7,7,7,7,26,26,26,26,7,7,26,7,7,18,0,0,26,26,26,3,3,3,26,0,0,26,0,0,26,26,26,26,26,26,26,0,0
988,1984,standard,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,1983,,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,1983,book,4463,4434,4434,553,47,40,40,40,47,3178,185,3188,3188,3178,2887,4433,61,3723,1035,1035,3723,3723,4463,4463,52,5,0,5,1944,0,2066,1944,2661,0,6,1007,957,1007,4434,51,0,0,5,3,3,0,0,0,5,3,3,1941,2,2,0,0,0,2063,109,109,1941,2,2,2653,80,80,0,0,0,6,0,0,1004,4,4,954,57,57,1004,4,4,4434,553,502,502,47,45,45,40,40,40,40,40,40,40,40,40,47,45,45,3178,1239,1239,185,185,185,3188,3188,3188,3188,1234,1234,3178,1239,1239,2887,314,314,4433,4433,4433,61,55,55,3723,2723,2723,1035,138,138,1035,1035,1035,3723,3723,3723,3723,2723,2723
991,1983,book-chapter,81882,81039,81039,21077,28361,22563,21610,22732,28361,66066,4385,66087,66087,66066,25684,81034,33341,61899,17116,17116,61899,64588,81882,81882,76,714,0,714,62169,0,62503,62169,23339,0,37759,81882,16116,81882,81039,76,0,0,714,619,619,0,0,0,714,619,619,61526,171,171,0,0,0,61860,433,433,61526,171,171,23339,983,983,0,0,0,37756,4798,4798,81039,19140,19140,16111,501,501,81039,16451,16451,81039,21077,21001,21001,28361,28266,28266,22563,22563,22563,21610,21610,21610,22732,22732,22732,28361,28266,28266,66066,4711,4711,4385,4385,4385,66087,66087,66087,66087,4660,4660,66066,4711,4711,25684,3328,3328,81034,81034,81034,33341,383,383,61899,0,0,17116,1506,1506,17116,17116,17116,61899,61899,61899,64588,0,0
992,1983,book-part,3,3,3,0,1,1,1,1,1,1,0,1,1,1,0,3,0,2,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,1,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0
993,1983,book-section,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,8,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,8,0,0,9,0,0,0,0,0,0,0,0,9,9,9,9,0,0
994,1983,component,284,24,24,3,0,0,0,0,0,24,3,24,24,24,7,24,2,17,5,5,17,18,284,284,0,0,0,0,51,0,284,51,19,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,24,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,13,3,3,3,24,24,24,24,0,0,24,13,13,7,3,3,24,24,24,2,2,2,17,17,17,5,5,5,5,5,5,17,17,17,18,18,18
995,1983,dataset,2212,2211,2211,65,34,32,32,32,34,1619,45,1643,1643,1619,251,2211,24,203,29,29,203,2137,2212,2212,0,21,0,21,1613,0,1905,1613,257,0,0,2212,0,2212,2211,0,0,0,21,0,0,0,0,0,21,0,0,1612,0,0,0,0,0,1904,266,266,1612,0,0,257,38,38,0,0,0,0,0,0,2211,2008,2008,0,0,0,2211,74,74,2211,65,65,65,34,13,13,32,32,32,32,32,32,32,32,32,34,13,13,1619,7,7,45,45,45,1643,1643,1643,1643,5,5,1619,7,7,251,32,32,2211,2211,2211,24,24,24,203,0,0,29,29,29,29,29,29,203,203,203,2137,0,0
996,1983,edited-book,116,89,89,16,0,0,0,0,0,46,0,46,46,46,29,89,0,89,16,16,89,89,116,116,17,0,0,0,48,0,48,48,30,0,0,2,1,2,89,15,7,7,0,0,0,0,0,0,0,0,0,38,1,1,0,0,0,38,1,1,38,1,1,29,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,9,0,0,0,46,46,46,46,9,9,46,9,9,29,4,4,89,89,89,0,0,0,89,89,89,16,16,16,16,16,16,89,89,89,89,89,89
997,1983,grant,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,1983,journal-article,677266,674409,674409,324338,298612,249973,239959,251631,298612,595566,82827,595654,595654,595566,408862,674209,334822,673737,673536,673536,673737,674368,677266,677266,55234,53376,0,53376,592364,109,593248,592364,392333,629013,304682,677266,676752,677266,674409,53773,2023,2023,53006,11190,11190,0,0,0,53006,11190,11190,589881,39,39,108,9,9,590765,754,754,589881,39,39,391678,7859,7859,626709,133,133,304537,20321,20321,674409,672,672,674054,594,594,674409,41,41,674409,324338,272588,272588,298612,256796,256796,249973,249973,249973,239959,239959,239959,251631,251631,251631,298612,256796,256796,595566,5724,5724,82827,82728,82728,595654,595654,595654,595654,5643,5643,595566,5724,5724,408862,25043,25043,674209,47633,47633,334822,50606,50606,673737,0,0,673536,76,76,673536,673536,673536,673737,673737,673737,674368,0,0
999,1983,journal-issue,4493,4478,4478,104,1,1,1,1,1,3,0,3,3,3,294,4477,0,4454,4454,4454,4454,4478,4493,4493,0,0,0,0,0,0,0,0,318,4124,0,4493,4468,4493,4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,25,25,4114,1,1,0,0,0,4478,24,24,4454,0,0,4478,0,0,4478,104,104,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,294,1,1,4477,364,364,0,0,0,4454,0,0,4454,0,0,4454,4454,4454,4454,4454,4454,4478,0,0
1000,1983,monograph,1472,1459,1459,299,12,10,9,10,12,1007,35,1017,1017,1007,720,1459,19,151,143,143,151,163,1472,1472,112,3,0,3,901,5,966,901,684,0,8,101,89,101,1459,112,4,4,3,2,2,0,0,0,3,2,2,896,0,0,5,4,4,961,50,50,896,0,0,681,33,33,0,0,0,8,3,3,101,14,14,89,3,3,101,2,2,1459,299,191,191,12,11,11,10,10,10,9,9,9,10,10,10,12,11,11,1007,111,111,35,34,34,1017,1017,1017,1017,106,106,1007,111,111,720,72,72,1459,1459,1459,19,14,14,151,64,64,143,57,57,143,143,143,151,151,151,163,64,64
1001,1983,other,1935,1934,1934,134,75,68,65,69,75,1533,95,1533,1533,1533,768,1934,307,1573,1573,1573,1573,1922,1935,1935,0,33,0,33,1412,51,1484,1412,618,0,80,1935,1533,1935,1934,0,0,0,33,0,0,0,0,0,33,0,0,1411,0,0,51,2,2,1483,72,72,1411,0,0,618,25,25,0,0,0,80,26,26,1934,361,361,1533,0,0,1934,12,12,1934,134,134,134,75,42,42,68,68,68,65,65,65,69,69,69,75,42,42,1533,122,122,95,46,46,1533,1533,1533,1533,122,122,1533,122,122,768,175,175,1934,1934,1934,307,253,253,1573,0,0,1573,40,40,1573,1573,1573,1573,1573,1573,1922,0,0
1002,1983,posted-content,18,18,18,7,6,6,6,6,6,18,4,18,18,18,8,18,1,9,0,0,9,9,18,18,0,15,0,15,18,0,18,18,7,0,0,0,0,0,18,0,0,0,15,9,9,0,0,0,15,9,9,18,0,0,0,0,0,18,0,0,18,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,7,7,6,0,0,6,6,6,6,6,6,6,6,6,6,0,0,18,0,0,4,4,4,18,18,18,18,0,0,18,0,0,8,2,2,18,18,18,1,1,1,9,9,9,0,0,0,0,0,0,9,9,9,9,9,9
1003,1983,proceedings,94,89,89,5,3,2,0,2,3,8,0,8,8,8,9,89,1,0,0,0,0,1,94,94,0,0,0,0,0,0,0,0,8,0,0,3,3,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,89,5,5,5,3,3,3,2,2,2,0,0,0,2,2,2,3,3,3,8,8,8,0,0,0,8,8,8,8,8,8,8,8,8,9,1,1,89,89,89,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1004,1983,proceedings-article,12066,12063,12063,8691,8911,6949,5974,7058,8911,11844,931,11844,11844,11844,6223,12063,4742,8538,1207,1207,8538,10750,12066,12066,575,2476,0,2476,11825,0,11826,11825,5669,0,4238,12066,4181,12066,12063,575,19,19,2476,362,362,0,0,0,2476,362,362,11825,0,0,0,0,0,11826,0,0,11825,0,0,5669,349,349,0,0,0,4238,935,935,12063,3525,3525,4181,3483,3483,12063,1313,1313,12063,8691,8135,8135,8911,6797,6797,6949,6949,6949,5974,5974,5974,7058,7058,7058,8911,6797,6797,11844,19,19,931,931,931,11844,11844,11844,11844,18,18,11844,19,19,6223,903,903,12063,12063,12063,4742,1439,1439,8538,0,0,1207,509,509,1207,1207,1207,8538,8538,8538,10750,0,0
1005,1983,reference-book,6,5,5,1,0,0,0,0,0,2,0,2,2,2,4,5,0,5,0,0,5,5,6,6,0,0,0,0,2,0,2,2,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,2,2,2,1,1,2,1,1,4,0,0,5,5,5,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5
1006,1983,reference-entry,3,3,3,2,3,3,3,3,3,3,0,3,3,3,3,3,3,2,2,2,2,3,3,3,0,3,0,3,3,0,3,3,3,0,3,3,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,1,1,0,0,0,3,0,0,3,2,2,2,3,0,0,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,0,0,0,3,3,3,3,0,0,3,0,0,3,0,0,3,3,3,3,0,0,2,0,0,2,2,2,2,2,2,2,2,2,3,0,0
1007,1983,report,6955,6944,6944,3740,422,379,372,382,422,6062,240,6108,6108,6062,2176,6941,475,1418,99,99,1418,1418,6955,6955,9,275,0,275,5377,13,5844,5377,1663,0,1,0,0,0,6944,6,0,0,272,69,69,0,0,0,272,69,69,5370,1,1,13,6,6,5833,387,387,5370,1,1,1663,166,166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6944,3740,3734,3734,422,219,219,379,379,379,372,372,372,382,382,382,422,219,219,6062,693,693,240,233,233,6108,6108,6108,6108,662,662,6062,693,693,2176,679,679,6941,6941,6941,475,474,474,1418,1418,1418,99,99,99,99,99,99,1418,1418,1418,1418,1418,1418
1008,1983,report-component,21,21,21,4,0,0,0,0,0,20,4,20,20,20,10,21,6,21,21,21,21,21,21,21,0,0,0,0,20,4,21,20,6,0,0,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,1,1,21,1,1,20,0,0,6,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,0,0,21,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,1,1,20,20,20,20,0,0,20,0,0,10,4,4,21,21,21,6,6,6,21,0,0,21,0,0,21,21,21,21,21,21,21,0,0
1009,1983,report-series,26,26,26,24,6,5,5,5,6,26,3,26,26,26,17,26,5,26,26,26,26,26,26,26,0,0,0,0,16,0,16,16,17,0,0,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,16,0,0,17,2,2,0,0,0,0,0,0,26,0,0,26,0,0,26,0,0,26,24,24,24,6,6,6,5,5,5,5,5,5,5,5,5,6,6,6,26,10,10,3,3,3,26,26,26,26,10,10,26,10,10,17,2,2,26,26,26,5,5,5,26,0,0,26,0,0,26,26,26,26,26,26,26,0,0
1010,1983,standard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,1982,book,4452,4425,4425,482,34,27,27,27,34,3072,152,3084,3084,3072,2793,4423,55,3799,1081,1081,3799,3799,4452,4452,45,3,0,3,1941,0,2068,1941,2539,0,9,1053,986,1053,4425,44,1,1,2,2,2,0,0,0,2,2,2,1931,3,3,0,0,0,2058,112,112,1931,3,3,2526,74,74,0,0,0,9,0,0,1050,6,6,984,57,57,1050,6,6,4425,482,439,439,34,34,34,27,27,27,27,27,27,27,27,27,34,34,34,3072,1144,1144,152,152,152,3084,3084,3084,3084,1138,1138,3072,1144,1144,2793,341,341,4423,4423,4423,55,46,46,3799,2755,2755,1081,154,154,1081,1081,1081,3799,3799,3799,3799,2755,2755
1012,1982,book-chapter,82149,81393,81393,20953,25800,20648,19713,20808,25800,65310,3729,65354,65354,65310,24484,81381,31842,62389,17635,17635,62389,64958,82149,82149,15,786,0,786,61386,0,61869,61386,22328,0,36494,82149,16942,82149,81393,15,0,0,786,722,722,0,0,0,786,722,722,61177,331,331,0,0,0,61660,708,708,61177,331,331,22323,986,986,0,0,0,36493,5014,5014,81393,19004,19004,16939,484,484,81393,16435,16435,81393,20953,20938,20938,25800,25736,25736,20648,20648,20648,19713,19713,19713,20808,20808,20808,25800,25736,25736,65310,4464,4464,3729,3729,3729,65354,65354,65354,65354,4402,4402,65310,4464,4464,24484,3147,3147,81381,81381,81381,31842,363,363,62389,0,0,17635,1180,1180,17635,17635,17635,62389,62389,62389,64958,0,0
1013,1982,book-section,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0
1014,1982,component,254,11,11,1,0,0,0,0,0,11,0,11,11,11,2,11,1,3,2,2,3,3,254,254,0,0,0,0,45,0,254,45,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,10,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,11,11,11,11,0,0,11,1,1,2,1,1,11,11,11,1,1,1,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3
1015,1982,dataset,2217,2215,2215,72,17,6,6,6,17,1520,46,1546,1546,1520,228,2215,22,219,58,58,219,2129,2217,2217,0,0,0,0,1510,0,1868,1510,214,0,0,2217,0,2217,2215,0,0,0,0,0,0,0,0,0,0,0,0,1510,0,0,0,0,0,1868,324,324,1510,0,0,214,37,37,0,0,0,0,0,0,2215,1996,1996,0,0,0,2215,86,86,2215,72,72,72,17,17,17,6,6,6,6,6,6,6,6,6,17,17,17,1520,10,10,46,46,46,1546,1546,1546,1546,2,2,1520,10,10,228,51,51,2215,2215,2215,22,22,22,219,0,0,58,58,58,58,58,58,219,219,219,2129,0,0
1016,1982,edited-book,129,106,106,19,0,0,0,0,0,42,0,42,42,42,34,106,0,106,20,20,106,106,129,129,20,0,0,0,49,0,49,49,44,0,0,0,0,0,106,20,10,10,0,0,0,0,0,0,0,0,0,39,5,5,0,0,0,39,5,5,39,5,5,42,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,19,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,8,0,0,0,42,42,42,42,8,8,42,8,8,34,2,2,106,106,106,0,0,0,106,106,106,20,20,20,20,20,20,106,106,106,106,106,106
1017,1982,grant,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,1982,journal-article,645463,642431,642431,296957,283239,236595,227197,238176,283239,569084,72953,569171,569171,569084,389425,642273,316561,641790,641635,641635,641790,642382,645463,645463,52062,51774,1,51774,565938,71,566840,565938,373959,599815,288279,645463,644961,645463,642431,50798,1617,1617,51252,10091,10091,1,1,1,51252,10091,10091,563283,59,59,70,10,10,564183,775,775,563283,59,59,373367,7591,7591,597302,129,129,288009,19391,19391,642431,641,641,642081,511,511,642431,49,49,642431,296957,247776,247776,283239,242078,242078,236595,236595,236595,227197,227197,227197,238176,238176,238176,283239,242078,242078,569084,5860,5860,72953,72893,72893,569171,569171,569171,569171,5763,5763,569084,5860,5860,389425,23649,23649,642273,45100,45100,316561,47943,47943,641790,0,0,641635,65,65,641635,641635,641635,641790,641790,641790,642382,0,0
1019,1982,journal-issue,4347,4332,4332,100,0,0,0,0,0,1,0,1,1,1,267,4331,0,4307,4307,4307,4307,4331,4347,4347,0,0,0,0,0,0,0,0,290,4008,0,4347,4322,4347,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,25,25,3997,1,1,0,0,0,4332,25,25,4307,0,0,4332,1,1,4332,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,267,2,2,4331,335,335,0,0,0,4307,0,0,4307,0,0,4307,4307,4307,4307,4307,4307,4331,0,0
